pair_id,perturb_type,perturb_detail,conf_pos,conf_neg,delta_conf_raw,conf_pos_norm,conf_neg_norm,delta_conf_norm,conf_pos_good,conf_neg_good,delta_conf_good,C_flavor_pos,C_flavor_neg,delta_C_flavor,C_role_pos,C_role_neg,delta_C_role,C_type_pos,C_type_neg,delta_C_type,C_ratio_pos,C_ratio_neg,delta_C_ratio,C_total_pos,C_total_neg,delta_C_total
45234331-f006-4397-8bc4-02acb096d03c,synergy_replace_with_distant_anchor,"replace_with_distant_anchor:867,role:other",0.0307270263248177,0.034590572192125,0.003863545867307302,0.0307270263248177,0.0361154615239605,0.0053884351991428,0.9692729736751824,0.9638845384760394,0.005388435199143005,0.09483818082942497,0.11628132055294264,0.021443139723517676,0.3418609486594306,0.377645561927644,0.03578461326821336,0.218520724201856,0.22426387500692038,0.005743150805064379,0.3100997261224387,0.3202971428150219,0.010197416692583228,0.9653195798131502,1.038487900302529,0.07316832048937871
a3165415-9055-4421-ba6e-b60df7e6d9b0,synergy_replace_with_distant_anchor,"replace_with_distant_anchor:22,role:sweetener",0.0274812871458448,0.0306802071765815,0.003198920030736699,0.0274812871458448,0.0319328187561113,0.004451531610266499,0.9725187128541553,0.9680671812438886,0.004451531610266679,0.334820325959861,0.41052400320293453,0.07570367724307353,0.02873074914558589,0.03173816707709429,0.0030074179315083965,0.12028262466354694,0.12344388662254349,0.0031612619589965474,0.21212302827954566,0.21909854849849958,0.006975520218953923,0.6959567280485395,0.7848046054010718,0.0888478773525323
cb052b6d-8cc1-43db-ad37-598ef52b3a1e,synergy_replace_with_distant_anchor,"replace_with_distant_anchor:2273,role:other",0.0093030935711499,0.0111181745918225,0.0018150810206726004,0.0093030935711499,0.0097786938657997,0.0004756002946498007,0.99069690642885,0.9902213061342005,0.00047560029464954745,0.43154724037764125,0.5291211045300958,0.0975738641524545,0.3594571594968003,0.39708367252651144,0.03762651302971115,0.27796508327926905,0.2852705477730645,0.007305464493795433,0.367339596276478,0.3794193068191359,0.012079710542657884,1.4363090794301887,1.5908946316488075,0.1545855522186188
0bc22203-af13-4d85-a16f-3fb8a74d1aa1,synergy_replace_with_low_cooccur,"replace_with_low_cooccur:2784,role:bitters",0.0854116441524285,0.0943855292638368,0.0089738851114083,0.0854116441524285,0.0890978211048277,0.0036861769523992005,0.9145883558475716,0.9109021788951722,0.003686176952399367,0.48440331951777177,0.5939280696986883,0.10952475018091651,0.22851579455955526,0.2524358982334576,0.02392010367390232,0.20669630563979605,0.212128687664315,0.005432382024518956,0.0332502846742409,0.034343697468279845,0.0010934127940389476,0.9528657043913639,1.0928363530647407,0.13997064867337683
fef52cf6-0b29-40ab-8216-01f2f4d4b800,synergy_replace_with_distant_anchor,"replace_with_distant_anchor:37,role:modifier",0.0295557156359335,0.0331836095738237,0.0036278939378901996,0.0295557156359335,0.0339852671849355,0.004429551549001997,0.9704442843640664,0.9660147328150644,0.004429551549001931,0.3886393142379885,0.4765115935707827,0.08787227933279423,0.005947253604773373,0.006569787916134041,0.0006225343113606674,0.27791543587417117,0.28521959553733506,0.007304159663163889,0.10679560259007684,0.11030750269448565,0.0035119001044088133,0.7792976063070098,0.8786084797187375,0.09931087341172762
3613542c-eb53-46f6-9724-5b6d5686c1a9,synergy_replace_with_distant_anchor,"replace_with_distant_anchor:140,role:base_spirit",0.0255979217808055,0.0282530742576189,0.002655152476813402,0.0255979217808055,0.0280604166952497,0.0024624949144442,0.9744020782191944,0.9719395833047504,0.0024624949144440578,0.35371972408571906,0.4336966004892875,0.07997687640356843,0.046475707424981,0.051340595395049815,0.004864887970068815,0.1686553282264713,0.17308791917463012,0.0044325909481588155,0.05371176958675879,0.05547804427078072,0.0017662746840219345,0.6225625293239302,0.7136031593297482,0.09104063000581797
9e73020f-bc5f-46a7-9faf-00d1b9f5e1e7,synergy_replace_with_distant_anchor,"replace_with_distant_anchor:25,role:modifier",0.037476261555007,0.0417487732639135,0.004272511708906496,0.037476261555007,0.0376315969856438,0.00015533543063679656,0.962523738444993,0.962368403014356,0.0001553354306369492,0.14540891643136172,0.1782862205383547,0.032877304106992966,0.23755678021513182,0.2624232574848395,0.0248664772697077,0.07707169570542279,0.07909729017869295,0.0020255944732701647,0.04967100971657419,0.051304406785171626,0.001633397068597435,0.5097084020684906,0.5711111749870589,0.06140277291856833
6abb00a5-c43c-4264-9a17-829032e330f4,synergy_insert_flavor_outlier,insert_flavor_outlier,0.0294613408311454,0.0322469100247598,0.0027855691936144004,0.0294613408311454,0.0302178969321142,0.0007565561009687978,0.9705386591688546,0.9697821030678858,0.0007565561009688082,0.38884995734140404,0.47676986358414986,0.08791990624274582,0.18219586320357167,0.20126738491254373,0.019071521708972056,0.2647595118169299,0.2717179081383482,0.006958396321418259,0.08433231789308433,0.08710552829530063,0.0027732104022163,0.9201376502549901,1.0368606849303423,0.11672303467535228
0aa199c9-7bec-47c6-8433-57071cc985a9,synergy_replace_with_low_cooccur,"replace_with_low_cooccur:77,role:modifier",0.0826903525151797,0.0910193471407701,0.008328994625590405,0.0826903525151797,0.0980176376723516,0.015327285157171897,0.9173096474848204,0.9019823623276484,0.015327285157171966,0.3085644976532173,0.3783316692609848,0.06976717160776752,0.39104865512185527,0.4319820373857979,0.04093338226394261,0.11675340712329096,0.11982191436242468,0.003068507239133711,0.3866140757604361,0.39932761433412217,0.012713538573686067,1.2029806356587998,1.3294632353433296,0.1264825996845298
a094ae6d-8622-4ed8-bb5e-0cedac0a615b,synergy_insert_flavor_outlier,insert_flavor_outlier,0.0965234827768469,0.1000148339131432,0.0034913511362962973,0.0965234827768469,0.1107664543474672,0.014242971570620294,0.9034765172231533,0.8892335456525328,0.014242971570620488,0.3757456318888813,0.460702618775695,0.08495698688681369,0.38288102314114925,0.42295945091879333,0.04007842777764409,0.2829969120776866,0.2904346228456976,0.007437710768010974,0.3581920979445984,0.3699709992819361,0.011778901337337722,1.3998156650523157,1.544067691822122,0.1442520267698062
27a3933e-a104-40ce-a1a5-9170863a5c75,synergy_replace_with_low_cooccur,"replace_with_low_cooccur:7,role:acid",0.017158787778933,0.0204187282401614,0.0032599404612283986,0.017158787778933,0.0187649982833407,0.0016062105044077,0.982841212221067,0.9812350017166592,0.0016062105044077901,0.022145123290907842,0.027152188681328425,0.005007065390420583,0.12711144134222768,0.14041694987788747,0.013305508535659788,0.06392325873932914,0.06560328664621083,0.0016800279068816953,0.10431400610777773,0.10774430061482183,0.0034302945070441015,0.3174938294802424,0.34091672582024857,0.02342289634000616
9e4c0522-161a-4dfd-a6a5-d3136017199f,synergy_replace_with_low_cooccur,"replace_with_low_cooccur:198,role:base_spirit",0.0860598246214079,0.1001016934202067,0.01404186879879879,0.0860598246214079,0.0931076030976932,0.0070477784762852935,0.913940175378592,0.9068923969023068,0.007047778476285127,0.36741984773917696,0.4504943548982208,0.08307450715904385,0.13928159487392172,0.15386102556785736,0.014579430693935636,0.013157725741060911,0.01350353643457109,0.0003458106935101783,0.34278355536005145,0.3540557573483611,0.011272201988309638,0.862642723714211,0.9719146742490103,0.10927195053479932
